,TCONST,TITLE,YEAR,BECHDEL,SCORES,VOTES,BUDGETS,RELEASED_DAY,RELEASED_MON,RELEASED_YEAR,WINNER,COUNTRY
644,tt0099703,the grifters,1990.0,0.0,7.0,23746.0,5000000.0,25.0,1.0,1991.0,0.0,35
645,tt0100142,metropolitan,1990.0,1.0,7.4,8672.0,225000.0,3.0,8.0,1990.0,0.0,35
646,tt0100486,reversal of fortune,1990.0,0.0,7.2,13359.0,4880000.0,9.0,11.0,1990.0,0.0,35
647,tt0100557,the nasty girl,1990.0,0.0,7.4,2280.0,650000.0,15.0,2.0,1990.0,0.0,1
648,tt0099776,europa europa,1990.0,1.0,7.6,13754.0,1850000.0,14.0,11.0,1990.0,0.0,2
657,tt0102926,the silence of the lambs,1991.0,0.0,8.6,1146640.0,19000000.0,14.0,2.0,1991.0,1.0,35
656,tt0101700,delicatessen,1991.0,0.0,7.6,75440.0,4063422.0,3.0,4.0,1992.0,0.0,35
659,tt0101507,boyz n the hood,1991.0,1.0,7.8,113454.0,6500000.0,12.0,7.0,1991.0,0.0,35
658,tt0103064,terminator 2: judgment day,1991.0,0.0,8.5,916747.0,102000000.0,3.0,7.0,1991.0,0.0,35
654,tt0102138,jfk,1991.0,1.0,8.0,131603.0,40000000.0,20.0,12.0,1991.0,0.0,35
652,tt0103074,thelma & louise,1991.0,1.0,7.4,123099.0,16500000.0,24.0,5.0,1991.0,0.0,35
653,tt0101640,raise the red lantern,1991.0,1.0,8.2,26585.0,11000000.0,18.0,12.0,1991.0,0.0,12
655,tt0101428,la belle noiseuse,1991.0,0.0,7.7,6003.0,150000.0,4.0,9.0,1991.0,0.0,2
651,tt0101414,beauty and the beast,1991.0,1.0,8.0,393788.0,25000000.0,22.0,11.0,1991.0,0.0,35
650,tt0101765,the double life of véronique,1991.0,0.0,7.8,36806.0,320000.0,22.0,11.0,1991.0,0.0,35
669,tt0105695,unforgiven,1992.0,1.0,8.2,344542.0,14400000.0,7.0,8.0,1992.0,1.0,35
668,tt0104036,the crying game,1992.0,0.0,7.3,47654.0,2300000.0,19.0,2.0,1993.0,0.0,35
667,tt0104348,glengarry glen ross,1992.0,1.0,7.8,89107.0,12500000.0,2.0,10.0,1992.0,0.0,35
666,tt0103639,aladdin,1992.0,1.0,8.0,326508.0,28000000.0,25.0,11.0,1992.0,0.0,35
665,tt0104454,howards end,1992.0,1.0,7.5,26111.0,8000000.0,26.0,2.0,1993.0,0.0,35
663,tt0105197,the story of qiu ju,1992.0,0.0,7.6,4981.0,700000.0,16.0,4.0,1993.0,0.0,35
662,tt0105151,the player,1992.0,0.0,7.6,49851.0,8000000.0,8.0,5.0,1992.0,0.0,35
661,tt0104797,malcolm x,1992.0,1.0,7.7,76353.0,33000000.0,18.0,11.0,1992.0,0.0,35
660,tt0102592,one false move,1992.0,0.0,7.2,8941.0,80000.0,8.0,5.0,1992.0,0.0,35
664,tt0105236,reservoir dogs,1992.0,1.0,8.3,833645.0,1200000.0,2.0,9.0,1992.0,0.0,2
676,tt0106332,farewell my concubine,1993.0,1.0,8.1,22388.0,4000000.0,15.0,10.0,1993.0,0.0,35
679,tt0108122,short cuts,1993.0,1.0,7.7,39825.0,2000000.0,1.0,10.0,1993.0,0.0,12
678,tt0107290,jurassic park,1993.0,1.0,8.1,790229.0,63000000.0,11.0,6.0,1993.0,0.0,35
677,tt0107943,the remains of the day,1993.0,0.0,7.9,58416.0,15000000.0,19.0,11.0,1993.0,0.0,35
675,tt0107822,the piano,1993.0,1.0,7.6,73457.0,7000000.0,11.0,2.0,1994.0,0.0,35
670,tt0106226,the age of innocence,1993.0,0.0,7.2,44633.0,30000000.0,1.0,10.0,1993.0,0.0,35
673,tt0107048,groundhog day,1993.0,1.0,8.0,545350.0,14600000.0,12.0,2.0,1993.0,0.0,35
672,tt0106977,the fugitive,1993.0,0.0,7.8,246996.0,44000000.0,6.0,8.0,1993.0,0.0,35
671,tt0108052,schindler's list,1993.0,0.0,8.9,1099627.0,22000000.0,4.0,2.0,1994.0,1.0,35
674,tt0106438,blue,1993.0,1.0,7.3,1745.0,90000.0,3.0,12.0,1993.0,0.0,35
690,tt0111507,white,1994.0,1.0,7.7,56241.0,380000.0,10.0,6.0,1994.0,0.0,35
689,tt0110057,hoop dreams,1994.0,0.0,8.3,22426.0,700000.0,14.0,10.0,1994.0,0.0,35
688,tt0109830,forrest gump,1994.0,1.0,8.8,1629271.0,55000000.0,6.0,7.0,1994.0,1.0,35
687,tt0109831,four weddings and a funeral,1994.0,1.0,7.1,127537.0,4400000.0,15.0,4.0,1994.0,0.0,35
686,tt1245526,red,1994.0,1.0,7.0,272853.0,58000000.0,15.0,10.0,2010.0,0.0,35
683,tt0114369,seven,1994.0,1.0,8.6,1301465.0,33000000.0,22.0,9.0,1995.0,0.0,35
684,tt0109508,crumb,1994.0,0.0,8.0,16983.0,900000.0,28.0,4.0,1995.0,0.0,35
682,tt0111161,the shawshank redemption,1994.0,0.0,9.3,2119581.0,25000000.0,14.0,10.0,1994.0,0.0,35
681,tt0110912,pulp fiction,1994.0,1.0,8.9,1658791.0,8000000.0,14.0,10.0,1994.0,0.0,35
680,tt0110299,lamerica,1994.0,0.0,7.6,1943.0,2350000.0,4.0,10.0,1995.0,0.0,35
685,tt0110932,quiz show,1994.0,1.0,7.5,61167.0,31000000.0,7.0,10.0,1994.0,0.0,35
700,tt0112641,casino,1995.0,1.0,8.2,417703.0,52000000.0,22.0,11.0,1995.0,0.0,35
699,tt0112431,babe,1995.0,1.0,6.8,109811.0,30000000.0,4.0,8.0,1995.0,0.0,35
697,tt0114709,toy story,1995.0,1.0,8.3,806913.0,30000000.0,22.0,11.0,1995.0,0.0,35
696,tt0113627,leaving las vegas,1995.0,0.0,7.5,107402.0,3600000.0,9.0,2.0,1996.0,0.0,35
698,tt0114814,the usual suspects,1995.0,0.0,8.6,915165.0,6000000.0,15.0,9.0,1995.0,0.0,35
694,tt0113277,heat,1995.0,1.0,8.2,527904.0,60000000.0,15.0,12.0,1995.0,0.0,35
693,tt0112573,braveheart,1995.0,1.0,8.3,897543.0,72000000.0,24.0,5.0,1995.0,1.0,35
692,tt0112769,la cérémonie,1995.0,0.0,7.6,8927.0,4100000.0,20.0,12.0,1996.0,0.0,35
691,tt0112384,apollo 13,1995.0,1.0,7.6,248142.0,52000000.0,30.0,6.0,1995.0,0.0,35
695,tt0114388,sense and sensibility,1995.0,1.0,7.7,92931.0,16000000.0,26.0,1.0,1996.0,0.0,35
710,tt0116209,the english patient,1996.0,0.0,7.4,166963.0,27000000.0,6.0,12.0,1996.0,1.0,35
701,tt0116790,kolya,1996.0,0.0,7.8,13648.0,1207570.0,24.0,1.0,1997.0,0.0,35
702,tt0116905,lone star,1996.0,1.0,7.5,26321.0,5000000.0,21.0,6.0,1996.0,0.0,35
703,tt0116695,jerry maguire,1996.0,1.0,7.3,223907.0,50000000.0,13.0,12.0,1996.0,0.0,35
704,tt0117631,shine,1996.0,1.0,7.7,48817.0,5500000.0,14.0,2.0,1997.0,0.0,35
705,tt0117589,secrets & lies,1996.0,1.0,8.0,33966.0,4500000.0,28.0,2.0,1997.0,0.0,35
706,tt0116282,fargo,1996.0,1.0,8.1,566113.0,7000000.0,5.0,4.0,1996.0,0.0,35
707,tt0115751,breaking the waves,1996.0,0.0,7.9,57720.0,7500000.0,13.0,11.0,1996.0,0.0,35
708,tt0117951,trainspotting,1996.0,1.0,8.1,593203.0,3500000.0,9.0,8.0,1996.0,0.0,35
709,tt0117318,the people vs. larry flynt,1996.0,0.0,7.3,82836.0,36000000.0,10.0,1.0,1997.0,0.0,35
718,tt0118799,life is beautiful,1997.0,0.0,8.6,559338.0,20000000.0,12.0,2.0,1999.0,0.0,35
717,tt0118804,the butcher boy,1997.0,0.0,7.2,8709.0,300000.0,20.0,2.0,1998.0,0.0,27
719,tt0119822,as good as it gets,1997.0,1.0,7.7,255953.0,50000000.0,25.0,12.0,1997.0,0.0,35
720,tt0120338,titanic,1997.0,1.0,7.8,964919.0,200000000.0,19.0,12.0,1997.0,1.0,35
716,tt0119008,donnie brasco,1997.0,1.0,7.8,256660.0,35000000.0,28.0,2.0,1997.0,0.0,35
712,tt0119488,l.a. confidential,1997.0,1.0,8.3,497323.0,35000000.0,19.0,9.0,1997.0,0.0,35
714,tt0120265,taste of cherry,1997.0,1.0,7.7,19325.0,860000.0,26.0,11.0,1997.0,0.0,2
713,tt0119164,the full monty,1997.0,0.0,7.2,93287.0,3500000.0,19.0,9.0,1997.0,0.0,35
711,tt0120255,the sweet hereafter,1997.0,0.0,7.6,30196.0,3786575.0,21.0,11.0,1997.0,0.0,35
715,tt0118749,boogie nights,1997.0,1.0,7.9,221037.0,15000000.0,31.0,10.0,1997.0,0.0,35
729,tt0120863,the thin red line,1998.0,0.0,7.6,161409.0,52000000.0,15.0,1.0,1999.0,0.0,35
728,tt0130827,run lola run,1998.0,1.0,7.7,179837.0,1987441.0,18.0,6.0,1999.0,0.0,35
727,tt0120815,saving private ryan,1998.0,1.0,8.6,1122842.0,70000000.0,24.0,7.0,1998.0,0.0,35
726,tt0154420,the celebration,1998.0,1.0,8.1,73717.0,1300000.0,19.0,6.0,1998.0,0.0,3
730,tt0140888,central station,1998.0,1.0,8.0,32688.0,2900000.0,20.0,11.0,1998.0,0.0,35
724,tt0147612,happiness,1998.0,1.0,7.8,62935.0,2200000.0,16.0,10.0,1998.0,0.0,35
723,tt0120382,the truman show,1998.0,0.0,8.1,846319.0,60000000.0,5.0,6.0,1998.0,0.0,35
722,tt0138097,shakespeare in love,1998.0,1.0,7.1,202026.0,25000000.0,8.0,1.0,1999.0,1.0,35
721,tt0154421,the idiots,1998.0,0.0,6.8,27987.0,2500000.0,21.0,5.0,1998.0,0.0,2
725,tt0128445,rushmore,1998.0,1.0,7.7,158067.0,9000000.0,19.0,2.0,1999.0,0.0,35
740,tt0167404,the sixth sense,1999.0,0.0,8.1,850640.0,40000000.0,6.0,8.0,1999.0,0.0,35
739,tt0169547,american beauty,1999.0,1.0,8.4,996857.0,15000000.0,1.0,10.0,1999.0,1.0,35
738,tt0175880,magnolia,1999.0,1.0,8.0,271315.0,37000000.0,7.0,1.0,2000.0,0.0,35
737,tt0185125,all about my mother,1999.0,1.0,7.9,81429.0,4989091.0,31.0,3.0,2000.0,0.0,35
736,tt0140352,the insider,1999.0,0.0,7.9,150533.0,68000000.0,5.0,11.0,1999.0,0.0,35
735,tt0166896,the straight story,1999.0,0.0,8.0,75058.0,10000000.0,3.0,11.0,1999.0,0.0,2
733,tt0151568,topsy-turvy,1999.0,1.0,7.4,11111.0,10000000.0,11.0,2.0,2000.0,0.0,35
732,tt0133093,the matrix,1999.0,0.0,8.7,1524602.0,63000000.0,31.0,3.0,1999.0,0.0,35
731,tt0120601,being john malkovich,1999.0,1.0,7.8,290157.0,13000000.0,3.0,12.0,1999.0,0.0,35
734,tt0120188,three kings,1999.0,0.0,7.1,153256.0,45000000.0,1.0,10.0,1999.0,0.0,35
748,tt0209144,memento,2000.0,1.0,8.5,1038588.0,9000000.0,25.0,5.0,2001.0,0.0,35
750,tt0120630,chicken run,2000.0,1.0,7.0,165095.0,45000000.0,23.0,6.0,2000.0,0.0,35
749,tt0190332,"crouching tiger, hidden dragon",2000.0,1.0,7.9,241128.0,17000000.0,12.0,1.0,2001.0,0.0,35
747,tt0181865,traffic,2000.0,1.0,7.6,186927.0,48000000.0,5.0,1.0,2001.0,0.0,35
746,tt0118694,in the mood for love,2000.0,1.0,8.1,107075.0,1333333.0,9.0,3.0,2001.0,0.0,35
744,tt0172495,gladiator,2000.0,1.0,8.5,1223728.0,103000000.0,5.0,5.0,2000.0,1.0,35
743,tt0244316,yi yi,2000.0,0.0,8.1,17316.0,255999.0,16.0,12.0,2000.0,0.0,6
742,tt0245712,amores perros,2000.0,1.0,8.1,208224.0,2000000.0,13.0,4.0,2001.0,0.0,35
741,tt0249462,billy elliot,2000.0,1.0,7.7,116365.0,5000000.0,10.0,11.0,2000.0,0.0,35
745,tt0181875,almost famous,2000.0,1.0,7.9,236142.0,60000000.0,22.0,9.0,2000.0,0.0,35
761,tt0211915,amélie,2001.0,0.0,8.3,656892.0,13036814.0,8.0,2.0,2002.0,0.0,35
760,tt0203009,moulin rouge!,2001.0,1.0,7.6,253069.0,50000000.0,1.0,6.0,2001.0,0.0,35
758,tt0166924,mulholland dr.,2001.0,1.0,8.0,292991.0,15000000.0,19.0,10.0,2001.0,0.0,35
757,tt0245429,spirited away,2001.0,1.0,8.6,565132.0,19000000.0,28.0,3.0,2003.0,0.0,35
756,tt0120737,the lord of the rings: fellowship of the ring,2001.0,0.0,8.8,1524076.0,93000000.0,19.0,12.0,2001.0,0.0,35
759,tt0268978,a beautiful mind,2001.0,1.0,8.2,777157.0,58000000.0,4.0,1.0,2002.0,1.0,35
754,tt0169102,lagaan,2001.0,0.0,8.1,93591.0,6000000.0,15.0,6.0,2001.0,0.0,35
753,tt0126029,shrek,2001.0,1.0,7.9,567446.0,60000000.0,18.0,5.0,2001.0,0.0,35
752,tt0280707,gosford park,2001.0,1.0,7.3,74230.0,19800000.0,18.0,1.0,2002.0,0.0,35
751,tt0283509,no man's land,2001.0,0.0,8.0,42269.0,2100000.0,19.0,9.0,2001.0,0.0,2
755,tt0245574,y tu mamá también,2001.0,0.0,7.7,107915.0,2000000.0,26.0,4.0,2002.0,0.0,35
771,tt0301978,ten,2002.0,1.0,7.5,6257.0,96589.0,18.0,9.0,2002.0,0.0,2
762,tt0268126,adaptation.,2002.0,0.0,7.7,165943.0,19000000.0,14.0,2.0,2003.0,0.0,35
763,tt0274558,the hours,2002.0,0.0,7.5,117301.0,25000000.0,14.0,2.0,2003.0,0.0,35
764,tt0253474,the pianist,2002.0,0.0,8.5,651056.0,35000000.0,28.0,3.0,2003.0,0.0,35
765,tt0299658,chicago,2002.0,1.0,7.2,202263.0,45000000.0,24.0,1.0,2003.0,1.0,35
766,tt0297884,far from heaven,2002.0,1.0,7.4,41519.0,13500000.0,10.0,1.0,2003.0,0.0,35
767,tt0217505,gangs of new york,2002.0,1.0,7.5,374340.0,100000000.0,20.0,12.0,2002.0,0.0,35
768,tt0317248,city of god,2002.0,1.0,8.6,650244.0,3300000.0,13.0,2.0,2004.0,0.0,35
769,tt0167261,the lord of the rings: the two towers,2002.0,0.0,8.7,1364104.0,94000000.0,18.0,12.0,2002.0,0.0,35
770,tt0287467,talk to her,2002.0,1.0,8.0,97768.0,1822654.0,14.0,2.0,2003.0,0.0,35
780,tt0311113,master and commander: the far side of the world,2003.0,1.0,7.4,190323.0,150000000.0,14.0,11.0,2003.0,0.0,35
779,tt0276919,dogville,2003.0,1.0,8.0,127285.0,12356459.0,23.0,4.0,2004.0,0.0,35
782,tt0167260,the lord of the rings: the return of the king,2003.0,0.0,8.9,1508263.0,94000000.0,17.0,12.0,2003.0,1.0,35
781,tt0335266,lost in translation,2003.0,1.0,7.7,376835.0,4000000.0,3.0,10.0,2003.0,0.0,35
778,tt0338135,the barbarian invasions,2003.0,0.0,7.6,27080.0,4545450.0,5.0,3.0,2004.0,0.0,35
776,tt0266543,finding nemo,2003.0,1.0,8.1,875770.0,94000000.0,30.0,5.0,2003.0,0.0,35
777,tt0286244,the triplets of belleville,2003.0,0.0,7.8,48001.0,9500000.0,13.0,2.0,2004.0,0.0,35
775,tt0364569,oldboy,2003.0,1.0,8.4,463611.0,3000000.0,21.0,11.0,2003.0,0.0,28
774,tt0327056,mystic river,2003.0,1.0,8.0,390894.0,25000000.0,15.0,10.0,2003.0,0.0,35
773,tt0301357,"good bye, lenin!",2003.0,0.0,7.7,129691.0,4800000.0,14.0,5.0,2004.0,0.0,35
772,tt0167260,the lord of the rings: return of the king,2003.0,0.0,8.9,1508444.0,94000000.0,17.0,12.0,2003.0,0.0,35
791,tt0338751,the aviator,2004.0,0.0,7.5,309901.0,110000000.0,25.0,12.0,2004.0,0.0,35
790,tt0395169,hotel rwanda,2004.0,0.0,8.1,315207.0,17500000.0,4.0,2.0,2005.0,0.0,35
789,tt0308644,finding neverland,2004.0,1.0,7.7,191454.0,25000000.0,17.0,12.0,2004.0,0.0,35
788,tt0338013,eternal sunshine of the spotless mind,2004.0,1.0,8.3,832094.0,20000000.0,19.0,3.0,2004.0,0.0,35
787,tt0385004,house of flying daggers,2004.0,0.0,7.5,102801.0,14409000.0,14.0,1.0,2005.0,0.0,35
786,tt0405159,million dollar baby,2004.0,1.0,8.1,590190.0,30000000.0,28.0,1.0,2005.0,1.0,35
785,tt0375063,sideways,2004.0,1.0,7.5,170497.0,12000000.0,21.0,1.0,2005.0,0.0,35
784,tt0363163,downfall,2004.0,1.0,8.2,308204.0,13500000.0,8.0,4.0,2005.0,0.0,35
783,tt0383694,vera drake,2004.0,1.0,7.7,22513.0,11000000.0,4.0,2.0,2005.0,0.0,35
802,tt0375679,crash,2005.0,1.0,7.8,402175.0,6500000.0,6.0,5.0,2005.0,1.0,35
801,tt0419294,the three burials of melquiades estrada,2005.0,0.0,7.4,37174.0,15000000.0,24.0,2.0,2006.0,0.0,35
800,tt0408306,munich,2005.0,1.0,7.6,199635.0,70000000.0,6.0,1.0,2006.0,0.0,35
799,tt0388795,brokeback mountain,2005.0,1.0,7.7,301670.0,14000000.0,13.0,1.0,2006.0,0.0,35
798,tt0399146,a history of violence,2005.0,1.0,7.5,211962.0,32000000.0,30.0,9.0,2005.0,0.0,35
792,tt0427312,grizzly man,2005.0,0.0,7.8,48591.0,200000.0,2.0,9.0,2005.0,0.0,35
796,tt0468565,tsotsi,2005.0,0.0,7.3,26814.0,3000000.0,31.0,3.0,2006.0,0.0,35
795,tt0379725,capote,2005.0,1.0,7.4,117768.0,7000000.0,3.0,2.0,2006.0,0.0,35
794,tt0387898,caché,2005.0,0.0,7.3,66751.0,8000000.0,17.0,2.0,2006.0,0.0,35
793,tt0433383,"good night, and good luck.",2005.0,1.0,7.5,90570.0,7500000.0,4.0,11.0,2005.0,0.0,35
797,tt0445620,paradise now,2005.0,1.0,7.5,21465.0,2000000.0,18.0,11.0,2005.0,0.0,35
809,tt0443453,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006.0,1.0,7.3,334024.0,18000000.0,3.0,11.0,2006.0,0.0,35
812,tt0449059,little miss sunshine,2006.0,1.0,7.8,412038.0,8000000.0,18.0,8.0,2006.0,0.0,35
811,tt0468492,the host,2006.0,0.0,7.0,85912.0,10143262.0,30.0,3.0,2007.0,0.0,35
810,tt0475276,united 93,2006.0,0.0,7.6,93156.0,15000000.0,28.0,4.0,2006.0,0.0,35
807,tt0457430,pan's labyrinth,2006.0,1.0,8.2,576294.0,13500000.0,19.0,1.0,2007.0,0.0,35
805,tt0441909,volver,2006.0,1.0,7.6,88296.0,7450000.0,26.0,1.0,2007.0,0.0,35
806,tt0449467,babel,2006.0,1.0,7.5,274526.0,25000000.0,10.0,11.0,2006.0,0.0,35
804,tt0405094,the lives of others,2006.0,0.0,8.4,326253.0,2000000.0,30.0,3.0,2007.0,0.0,35
803,tt0407887,the departed,2006.0,0.0,8.5,1085604.0,90000000.0,6.0,10.0,2006.0,1.0,35
808,tt0436697,the queen,2006.0,0.0,7.3,98367.0,9800000.0,17.0,11.0,2006.0,0.0,35
822,tt0477348,no country for old men,2007.0,1.0,8.1,773734.0,25000000.0,21.0,11.0,2007.0,1.0,35
821,tt0808417,persepolis,2007.0,1.0,8.1,82553.0,7300000.0,22.0,2.0,2008.0,0.0,35
819,tt0382932,ratatouille,2007.0,1.0,8.0,585854.0,150000000.0,29.0,6.0,2007.0,0.0,35
818,tt0401383,the diving bell and the butterfly,2007.0,0.0,8.0,98872.0,12800000.0,1.0,2.0,2008.0,0.0,35
820,tt0465538,michael clayton,2007.0,1.0,7.3,149268.0,25000000.0,12.0,10.0,2007.0,0.0,35
816,tt0469494,there will be blood,2007.0,1.0,8.2,467542.0,25000000.0,25.0,1.0,2008.0,0.0,35
815,tt0467406,juno,2007.0,1.0,7.5,468010.0,7500000.0,25.0,12.0,2007.0,0.0,35
814,tt0783233,atonement,2007.0,1.0,7.8,229884.0,30000000.0,11.0,1.0,2008.0,0.0,35
813,tt1032846,"4 months, 3 weeks and 2 days",2007.0,1.0,7.9,52361.0,590000.0,14.0,9.0,2007.0,0.0,29
817,tt0758758,into the wild,2007.0,1.0,8.1,527751.0,15000000.0,19.0,10.0,2007.0,0.0,35
831,tt0929425,gomorrah,2008.0,0.0,7.0,43807.0,6200000.0,10.0,4.0,2009.0,0.0,35
823,tt1013753,milk,2008.0,1.0,7.6,156597.0,20000000.0,30.0,1.0,2009.0,0.0,35
824,tt0421715,the curious case of benjamin button,2008.0,0.0,7.8,543195.0,150000000.0,25.0,12.0,2008.0,0.0,35
825,tt0910970,wall•e,2008.0,0.0,8.4,915835.0,180000000.0,27.0,6.0,2008.0,0.0,35
826,tt0468569,the dark knight,2008.0,1.0,9.0,2085197.0,185000000.0,18.0,7.0,2008.0,0.0,35
827,tt1185616,waltz with bashir,2008.0,1.0,8.0,52513.0,1500000.0,12.0,6.0,2008.0,0.0,30
828,tt0870111,frost/nixon,2008.0,1.0,7.7,97411.0,25000000.0,23.0,1.0,2009.0,0.0,35
829,tt1010048,slumdog millionaire,2008.0,1.0,8.0,751047.0,15000000.0,25.0,12.0,2008.0,1.0,35
830,tt1139797,let the right one in,2008.0,1.0,7.9,195919.0,4000000.0,12.0,12.0,2008.0,0.0,35
842,tt0887912,the hurt locker,2009.0,0.0,7.6,395050.0,15000000.0,31.0,7.0,2009.0,1.0,35
839,tt0929632,precious,2009.0,1.0,7.3,100643.0,10000000.0,20.0,11.0,2009.0,0.0,35
841,tt1136608,district 9,2009.0,1.0,7.9,607509.0,30000000.0,14.0,8.0,2009.0,0.0,35
840,tt1235166,a prophet,2009.0,1.0,7.9,88500.0,12000000.0,26.0,3.0,2010.0,0.0,35
838,tt1019452,a serious man,2009.0,1.0,7.1,122704.0,7000000.0,6.0,11.0,2009.0,0.0,35
834,tt1305806,the secret in their eyes,2009.0,0.0,8.2,174491.0,2000000.0,21.0,5.0,2010.0,0.0,35
836,tt1149362,the white ribbon,2009.0,0.0,7.8,63212.0,12000000.0,5.0,3.0,2010.0,0.0,35
835,tt0499549,avatar,2009.0,1.0,7.8,1052685.0,237000000.0,18.0,12.0,2009.0,0.0,35
833,tt1193138,up in the air,2009.0,1.0,7.4,302242.0,25000000.0,23.0,12.0,2009.0,0.0,35
832,tt1174732,an education,2009.0,1.0,7.3,123573.0,4500000.0,5.0,2.0,2010.0,0.0,35
837,tt0361748,inglourious basterds,2009.0,1.0,8.3,1132310.0,75000000.0,21.0,8.0,2009.0,0.0,35
851,tt1504320,the king's speech,2010.0,0.0,8.0,597078.0,15000000.0,25.0,12.0,2010.0,1.0,35
850,tt1375666,inception,2010.0,1.0,8.8,1858372.0,160000000.0,16.0,7.0,2010.0,0.0,35
849,tt0947798,black swan,2010.0,1.0,8.0,653137.0,13000000.0,17.0,12.0,2010.0,0.0,35
848,tt1399683,winter's bone,2010.0,0.0,7.2,128333.0,2000000.0,16.0,7.0,2010.0,0.0,35
852,tt1403865,true grit,2010.0,1.0,7.6,286285.0,38000000.0,22.0,12.0,2010.0,0.0,35
846,tt1255953,incendies,2010.0,1.0,8.3,125913.0,6800000.0,12.0,1.0,2011.0,0.0,2
845,tt0964517,the fighter,2010.0,0.0,7.8,318269.0,25000000.0,17.0,12.0,2010.0,0.0,35
844,tt0435761,toy story 3,2010.0,1.0,8.3,694179.0,200000000.0,18.0,6.0,2010.0,0.0,35
843,tt1285016,the social network,2010.0,0.0,7.7,572315.0,40000000.0,1.0,10.0,2010.0,0.0,35
847,tt0842926,the kids are all right,2010.0,0.0,7.0,121037.0,3500000.0,30.0,7.0,2010.0,0.0,35
862,tt1832382,a separation,2011.0,1.0,8.3,199577.0,500000.0,16.0,3.0,2011.0,0.0,32
861,tt1655442,the artist,2011.0,0.0,7.9,218034.0,15000000.0,20.0,1.0,2012.0,1.0,35
860,tt1568911,war horse,2011.0,1.0,7.2,137283.0,66000000.0,25.0,12.0,2011.0,0.0,35
859,tt0478304,the tree of life,2011.0,0.0,6.8,157051.0,32000000.0,17.0,5.0,2011.0,0.0,2
858,tt1527186,melancholia,2011.0,1.0,7.2,154507.0,7400000.0,26.0,5.0,2011.0,0.0,3
857,tt1827512,the kid with a bike,2011.0,0.0,7.4,24749.0,6449020.0,18.0,5.0,2011.0,0.0,31
855,tt1605783,midnight in paris,2011.0,1.0,7.7,358846.0,17000000.0,10.0,6.0,2011.0,0.0,35
854,tt1033575,the descendants,2011.0,0.0,7.3,224245.0,20000000.0,9.0,12.0,2011.0,0.0,35
853,tt0970179,hugo,2011.0,1.0,7.5,286221.0,150000000.0,23.0,11.0,2011.0,0.0,35
856,tt1210166,moneyball,2011.0,1.0,7.6,329297.0,50000000.0,23.0,9.0,2011.0,0.0,35
870,tt1560747,the master,2012.0,0.0,7.1,132778.0,32000000.0,21.0,9.0,2012.0,0.0,35
872,tt1024648,argo,2012.0,1.0,7.7,537857.0,44500000.0,12.0,10.0,2012.0,1.0,35
871,tt1045658,silver linings playbook,2012.0,1.0,7.7,624067.0,21000000.0,25.0,12.0,2012.0,0.0,35
869,tt2076220,holy motors,2012.0,1.0,7.1,37183.0,4000000.0,4.0,7.0,2012.0,0.0,2
868,tt2125435,beasts of the southern wild,2012.0,1.0,7.3,77669.0,1800000.0,5.0,7.0,2012.0,0.0,17
866,tt0443272,lincoln,2012.0,1.0,7.4,230035.0,65000000.0,16.0,11.0,2012.0,0.0,35
865,tt1707386,les misérables,2012.0,0.0,7.6,287802.0,61000000.0,25.0,12.0,2012.0,0.0,35
864,tt1602620,amour,2012.0,1.0,7.9,85484.0,8900000.0,20.0,9.0,2012.0,0.0,1
863,tt0454876,life of pi,2012.0,1.0,7.9,539926.0,120000000.0,21.0,11.0,2012.0,0.0,35
867,tt1790885,zero dark thirty,2012.0,1.0,7.4,252840.0,40000000.0,11.0,1.0,2013.0,0.0,35
881,tt1798709,her,2013.0,1.0,8.0,472303.0,23000000.0,10.0,1.0,2014.0,0.0,35
882,tt2358891,the great beauty,2013.0,0.0,7.8,72859.0,9200000.0,14.0,3.0,2014.0,0.0,35
880,tt2024544,12 years a slave,2013.0,1.0,8.1,582081.0,20000000.0,8.0,11.0,2013.0,1.0,35
879,tt1535109,captain phillips,2013.0,1.0,7.8,390168.0,55000000.0,11.0,10.0,2013.0,0.0,35
878,tt0993846,the wolf of wall street,2013.0,0.0,8.2,1046809.0,100000000.0,25.0,12.0,2013.0,0.0,35
877,tt1454468,gravity,2013.0,1.0,7.7,715632.0,100000000.0,4.0,10.0,2013.0,0.0,35
876,tt2042568,inside llewyn davis,2013.0,1.0,7.5,124737.0,11000000.0,10.0,1.0,2014.0,0.0,35
875,tt1821549,nebraska,2013.0,1.0,7.7,105746.0,12000000.0,24.0,1.0,2014.0,0.0,35
874,tt2278871,blue is te warmest colour,2013.0,0.0,7.8,125668.0,4000000.0,9.0,10.0,2013.0,0.0,2
873,tt2718492,ida,2013.0,1.0,7.4,47210.0,2600000.0,25.0,10.0,2013.0,0.0,21
892,tt3409392,timbuktu,2014.0,0.0,7.2,14823.0,2527835.0,10.0,12.0,2014.0,0.0,2
891,tt2737050,"two days, one night",2014.0,1.0,7.3,41520.0,7000000.0,21.0,5.0,2014.0,0.0,31
890,tt2562232,birdman or (the unexpected virtue of ignorance),2014.0,0.0,7.7,524178.0,18000000.0,14.0,11.0,2014.0,1.0,35
889,tt2802154,leviathan,2014.0,1.0,7.6,43633.0,3376014.0,5.0,2.0,2015.0,0.0,17
888,tt2179136,american sniper,2014.0,1.0,7.3,404847.0,58800000.0,16.0,1.0,2015.0,0.0,35
