,TCONST,TITLE,YEAR,BECHDEL,SCORES,VOTES,BUDGETS,RELEASED_DAY,RELEASED_MON,RELEASED_YEAR,COUNTRY,WINNER
322,tt0054997,the hustler,1961,0,8,70946,2000000,25,9,1961,USA,0
323,tt0054130,la notte,1961,1,8,15514,6650000,19,2,1962,USA,0
324,tt0055032,jules and jim,1962,1,7.8,33652,999999,23,1,1962,France,0
325,tt0056663,vivre sa vie,1962,0,8,23774,64000,20,9,1962,France,0
326,tt0056736,l'eclisse,1962,0,7.9,15052,16222888,20,12,1962,USA,0
327,tt0056732,the exterminating angel,1962,0,8.2,24976,111000,21,8,1967,USA,0
328,tt0056291,knife in the water,1962,0,7.6,18001,99000,28,10,1963,USA,0
329,tt0056218,the manchurian candidate,1962,0,8,67828,2200000,24,10,1962,USA,0
330,tt0056592,to kill a mockingbird,1962,1,8.3,274778,2000000,16,3,1963,USA,0
331,tt0056687,what ever happened to baby jane?,1962,1,8.1,45614,980000,31,10,1962,USA,0
332,tt0056217,the man who shot liberty valance,1962,0,8.1,63118,3200000,22,4,1962,USA,0
333,tt0057163,hud,1963,1,7.9,17634,2500000,29,5,1963,USA,0
334,tt0056868,billy liar,1963,0,7.4,5191,15000,16,12,1963,USA,0
335,tt0057578,this sporting life,1963,0,7.8,5345,279063,22,5,1963,France,0
336,tt0057115,the great escape,1963,0,8.2,206408,4000000,4,7,1963,USA,0
337,tt0057495,shock corridor,1963,1,7.5,9936,85000,19,6,1964,Italy,0
338,tt0057091,the leopard,1963,0,8.1,20412,1663370,29,3,1963,Italy,0
339,tt0057345,contempt,1963,1,7.7,25091,900000,18,12,1964,USA,0
340,tt0056801,8 1/2,1963,0,8.1,100028,900000,25,6,1963,USA,0
341,tt0056869,the birds,1963,0,7.7,156114,2500000,29,3,1963,USA,0
342,tt0058625,woman in the dunes,1964,1,8.5,14987,1222555,25,10,1964,USA,0
343,tt0058150,goldfinger,1964,1,7.7,159720,3000000,9,1,1965,USA,0
344,tt0057869,band of outsiders,1964,1,7.8,20280,120000,5,8,1964,France,0
345,tt0058331,mary poppins,1964,1,7.8,144477,6000000,18,6,1965,USA,0
346,tt0058138,gertrud,1964,0,7.5,4976,107000,2,6,1966,USA,0
347,tt0058450,the umbrellas of cherbourg,1964,0,7.8,20783,33000,16,12,1964,USA,0
348,tt0058715,the gospel according to st. matthew,1964,0,7.8,9675,40000,3,3,1965,France,0
349,tt0057012,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,1,8.4,418292,1800000,29,1,1964,USA,0
350,tt0058182,a hard day's night,1964,0,7.7,37099,560000,7,7,1964,UK,0
351,tt0058642,shadows of forgotten ancestors,1965,0,8,5259,1500000,18,10,1965,Soviet,0
352,tt0059012,chimes at midnight,1965,0,7.9,6895,800000,17,3,1967,USA,0
353,tt0059084,darling,1965,1,7.2,5277,400000,3,8,1965,USA,0
354,tt0059229,juliet of the spirits,1965,1,7.6,10365,8888888,3,11,1965,USA,0
355,tt0059592,pierrot le fou,1965,0,7.7,25413,300000,8,1,1969,USA,0
356,tt0059113,doctor zhivago,1965,1,8,64876,11000000,31,12,1965,USA,0
357,tt0058946,the battle of algiers,1965,0,8.1,47287,800000,20,9,1967,USA,0
358,tt0059415,loves of a blonde,1965,0,7.7,6592,175000,26,10,1966,USA,0
359,tt0059646,repulsion,1965,1,7.7,44061,300000,3,10,1965,USA,0
360,tt0060176,blow-up,1966,1,7.6,51152,1800000,24,2,1967,Brazil,0
361,tt0060196,"the good, the bad, and the ugly",1966,0,8.8,629597,1200000,29,12,1967,USA,0
362,tt0060107,andrei roublev,1966,0,8.2,39471,15342,18,2,1969,USSR,0
363,tt0060827,persona,1966,1,8.1,88162,5000,16,3,1967,USA,0
364,tt0060802,closely watched trains,1966,0,7.7,10183,50000,18,11,1966,Czechoslovakia,0
365,tt0063794,war and peace,1966,1,8,5570,9213013,28,4,1968,USA,0
366,tt0060138,au hasard balthazar,1966,0,7.9,15479,60000,25,5,1966,France,0
367,tt0061184,who's afraid of virginia woolf?,1966,0,8,64520,7500000,22,6,1966,USA,0
368,tt0060675,"masculin, féminin",1966,0,7.6,11169,88000,22,3,1966,France,0
369,tt0062480,weekend,1967,1,7.3,12017,250000,27,9,1968,USA,0
370,tt0063462,the producers,1967,0,7.6,46644,941000,10,11,1968,USA,0
371,tt0062229,le samouraï,1967,0,8.1,39651,65000,25,10,1967,France,0
372,tt0062136,playtime,1967,1,8,16955,17256700,27,6,1973,USA,0
373,tt0061512,cool hand luke,1967,1,8.1,149912,3200000,1,11,1967,USA,0
374,tt0062138,point blank,1967,0,7.4,16832,3000000,10,2,1968,Japan,0
375,tt0061395,belle de jour,1967,1,7.8,36182,20246403,10,4,1968,USA,0
376,tt0061722,the graduate,1967,0,8,239264,3000000,21,12,1967,USA,0
377,tt0061418,bonnie and clyde,1967,1,7.8,94923,2500000,4,8,1967,Canada,0
378,tt0062952,faces,1968,1,7.7,8502,275000,15,3,1968,USA,0
379,tt0063850,if...,1968,1,7.6,20316,500000,21,5,1969,France,0
380,tt0063442,planet of the apes,1968,1,8,156732,5800000,3,4,1968,USA,0
381,tt0063522,rosemary's baby,1968,0,8,171572,2300000,17,10,1968,France,0
382,tt0064116,once upon a time in the west,1968,1,8.5,274615,5000000,4,7,1969,USA,0
383,tt0062695,stolen kisses,1968,0,7.8,10445,350000,14,8,1968,France,0
384,tt0062765,bullitt,1968,1,7.4,55718,5500000,17,10,1968,USA,0
385,tt0062622,2001: a space odyssey,1968,1,8.3,548095,12000000,12,5,1968,UK,0
386,tt0063350,night of the living dead,1968,1,7.9,105905,114000,4,10,1968,USA,0
387,tt0063611,shame,1968,1,8,10590,290280,23,12,1968,USA,0
388,tt0064040,army of shadows,1969,1,8.2,18166,300000,12,9,1969,France,0
389,tt0065088,"they shoot horses, don't they?",1969,0,7.9,14850,4860000,10,12,1969,USA,0
390,tt0064612,my night at maud's,1969,0,8,9109,166000,22,3,1970,USA,0
391,tt0066904,the sorrow and the pity,1969,0,8.3,3282,140000,25,3,1972,USA,0
392,tt0065234,z,1969,1,8.2,21479,4000000,8,12,1969,USA,0
393,tt0064276,easy rider,1969,1,7.4,89904,400000,26,6,1969,Sweden,0
394,tt0065214,the wild bunch,1969,0,8,72681,6244087,19,6,1969,USA,0
395,tt0064541,kes,1969,1,7.9,16664,165000,3,4,1970,UK,0
396,tt0066026,m*a*s*h,1969,0,7.5,63679,3500000,25,1,1970,USA,0
397,tt0064115,butch cassidy and the sundance kid,1969,1,8.1,188692,6000000,24,9,1969,USA,0
398,tt0064106,le boucher,1970,0,7.5,6973,5000000,19,12,1971,USA,0
399,tt0065772,claire's knee,1970,0,7.7,7575,300000,21,2,1971,USA,0
400,tt0065777,the garden of the finzi-continis,1970,0,7.5,5498,1000000,16,12,1971,USA,0
401,tt0066580,woodstock,1970,1,8.1,14799,600000,26,3,1970,USA,0
402,tt0065571,the conformist,1970,0,8.1,23626,750000,22,10,1970,USA,0
403,tt0065724,five easy pieces,1970,1,7.5,30364,1600000,19,2,1971,Finland,0
404,tt0066491,tristana,1970,1,7.6,9235,1000000,29,3,1970,Spain,0
405,tt0065988,little big man,1970,1,7.6,30736,15000000,23,12,1970,USA,0
406,tt0067959,walkabout,1971,1,7.7,20951,679575,1,7,1971,USA,0
407,tt0067309,klute,1971,1,7.2,19404,2500000,25,6,1971,USA,0
408,tt0067144,the go-between,1971,0,7.4,4356,1000000,1,10,1971,UK,0
409,tt0066999,dirty harry,1971,0,7.8,132903,4000000,23,12,1971,USA,0
410,tt0067328,the last picture show,1971,0,8.1,38180,1300000,22,10,1971,USA,0
411,tt0067778,murmur of the heart,1971,0,7.8,7912,210000,17,10,1971,USA,0
412,tt0067411,mccabe & mrs. miller,1971,1,7.7,19958,3500000,24,6,1971,USA,0
413,tt0066921,a clockwork orange,1971,1,8.3,695765,2200000,2,2,1972,USA,0
414,tt0067445,death in venice,1971,1,7.5,16804,2000000,5,3,1971,Italy,0
415,tt0068473,deliverance,1972,1,7.7,92010,2000000,18,8,1972,USA,0
416,tt0070849,last tango in paris,1972,1,7.1,45423,1250000,7,2,1973,USA,0
417,tt0069467,cries and whispers,1972,1,8.1,26156,400000,5,3,1973,Sweden,0
418,tt0068327,cabaret,1972,1,7.8,44060,6000000,13,2,1972,USA,0
419,tt0068575,fat city,1972,0,7.4,6822,300000,26,7,1972,USA,0
420,tt0068361,the discreet charm of the bourgeoisie,1972,0,7.9,33941,800000,22,10,1972,USA,0
421,tt0068182,"aguirre, the wrath of god",1972,0,8,47004,370000,3,4,1977,USA,0
422,tt0068611,frenzy,1972,1,7.4,37407,2000000,21,6,1972,USA,0
423,tt0069293,solaris,1972,1,8.1,70455,15320,26,9,1972,Czechoslovakia,0
424,tt0070379,mean streets,1973,1,7.3,85609,500000,14,10,1973,USA,0
425,tt0071129,amarcord,1973,0,7.9,35818,900000,19,9,1974,USA,0
426,tt0069995,don't look now,1973,0,7.3,43594,1500000,11,10,1973,UK,0
427,tt0070047,the exorcist,1973,0,8,337263,12000000,26,12,1973,USA,0
428,tt0069762,badlands,1973,1,7.9,58999,450000,5,1,1974,Brazil,0
429,tt0070460,day for night,1973,1,8,18052,300000,7,9,1973,USA,0
430,tt0070334,the long goodbye,1973,0,7.7,22707,1700000,31,5,1973,Argentina,0
431,tt0069704,american graffiti,1973,1,7.5,75355,777000,11,8,1973,USA,0
432,tt0070040,the spirit of the beehive,1973,0,7.9,15170,300000,14,3,1975,Sweden,0
433,tt0071141,ali: fear eats the soul,1974,1,8.1,16675,235000,31,10,1974,USA,0
434,tt0072417,a woman under the influence,1974,1,8.2,18382,6000000,18,11,1974,USA,0
435,tt0071733,lacombe lucien,1974,0,7.8,5705,2800000,29,9,1974,USA,0
436,tt0071230,blazing saddles,1974,1,7.7,116820,2600000,7,2,1974,USA,0
437,tt0071691,the enigma of kaspar hauser,1974,0,7.8,15097,60000,1,11,1974,West,0
438,tt0071381,celine and julie go boating,1974,1,7.7,4137,50000,18,9,1974,France,0
439,tt0071360,the conversation,1974,0,7.9,88172,1600000,7,4,1974,USA,0
440,tt0071315,chinatown,1974,1,8.2,268122,6000000,20,6,1974,USA,0
441,tt0072431,young frankenstein,1974,1,8,134019,2800000,15,12,1974,USA,0
442,tt0073540,picnic at hanging rock,1975,1,7.5,30654,440000,2,2,1979,USA,0
443,tt0073341,the man who would be king,1975,0,7.9,41117,8000000,19,12,1975,UK,0
444,tt0073722,smile,1975,1,7.2,1952,50000,28,3,1977,Poland,0
445,tt0073453,night moves,1975,0,7.1,10501,4899000,30,8,1975,Italy,0
446,tt0073195,jaws,1975,1,8,515043,8000000,20,6,1975,USA,0
447,tt0072890,dog day afternoon,1975,1,8,219805,1800000,25,12,1975,USA,0
448,tt0073440,nashville,1975,1,7.7,21289,2200000,21,9,1975,UK,0
449,tt0072684,barry lyndon,1975,1,8.1,133755,11000000,18,12,1975,USA,0
450,tt0071853,monty python and the holy grail,1975,1,8.3,465686,229575,25,5,1975,UK,0
451,tt0074102,in the realm of the senses,1976,1,6.6,16495,220000,1,4,1977,USA,0
452,tt0075213,the shootist,1976,0,7.7,20270,1655000,20,8,1976,USA,0
453,tt0075029,the outlaw josey wales,1976,0,7.9,60517,3700000,7,8,1976,Japan,0
454,tt0075314,taxi driver,1976,1,8.3,643690,1300000,8,2,1976,USA,0
455,tt0074084,1900,1976,0,7.7,20542,9000000,4,11,1977,USA,0
456,tt0074958,network,1976,1,8.1,132474,3800000,27,11,1976,USA,0
457,tt0074360,cría cuervos,1976,0,8.1,8128,1000000,18,5,1977,USA,0
458,tt0074285,carrie,1976,1,7.4,153230,1800000,16,11,1976,USA,0
459,tt0074119,all the president's men,1976,0,8,93061,8500000,9,4,1976,USA,0
460,tt0075675,the american friend,1977,0,7.4,12072,1703521,28,9,1977,France,0
461,tt0075824,that obscure object of desire,1977,0,8,18449,775000,8,10,1977,USA,0
462,tt0074486,eraserhead,1977,1,7.4,91557,20000,3,2,1978,USA,0
463,tt0076786,suspiria,1977,1,7.5,69251,800000,12,8,1977,USA,0
464,tt0076734,soldier of orange,1977,0,7.7,10297,2519838,16,8,1979,USA,0
465,tt0076759,star wars: episode iv - a new hope,1977,0,8.6,1130665,11000000,25,5,1977,USA,0
466,tt0076666,saturday night fever,1977,1,6.8,64691,3000000,16,12,1977,USA,0
467,tt0076245,julia,1977,1,7.3,8144,7840000,20,1,1978,West,0
468,tt0075860,close encounters of the third kind,1977,1,7.7,168690,20000000,14,12,1977,USA,0
469,tt0077631,grease,1978,1,7.2,212715,6000000,16,6,1978,USA,0
470,tt0077975,national lampoon's animal house,1978,0,7.5,105597,3000000,28,7,1978,USA,0
471,tt0078346,superman,1978,1,7.3,148926,55000000,15,12,1978,USA,0
472,tt0077402,dawn of the dead,1978,1,7.9,104066,650000,24,5,1979,USA,0
473,tt0077138,the tree of wooden clogs,1978,0,7.9,4724,200000,1,6,1979,USA,0
474,tt0076263,killer of sheep,1978,0,7.4,5515,100000,14,11,1978,USA,0
475,tt0077405,days of heaven,1978,1,7.9,46225,3000000,6,10,1978,USA,0
476,tt0077651,halloween,1978,1,7.8,207483,300000,27,10,1978,USA,0
477,tt0077838,the last waltz,1978,0,8.2,14756,75000,26,4,1978,USA,0
478,tt0078875,the tin drum,1979,0,7.6,20603,2995000,11,4,1980,USA,0
479,tt0078754,all that jazz,1979,1,7.8,24591,12000000,20,12,1979,USA,0
480,tt0078748,alien,1979,1,8.5,721141,11000000,22,6,1979,USA,0
481,tt0079470,monty python's life of brian,1979,0,8.1,337440,4000000,17,8,1979,USA,0
482,tt0079095,the marriage of maria braun,1979,0,7.9,11019,800000,23,3,1979,West,0
483,tt0079522,manhattan,1979,1,8,122397,9000000,25,4,1979,USA,0
484,tt0078788,apocalypse now,1979,1,8.5,553970,31500000,15,8,1979,USA,0
485,tt0078902,breaking away,1979,0,7.7,20210,2300000,20,7,1979,USA,0
486,tt0078841,being there,1979,1,8,60782,7000000,26,5,1980,Denmark,0
487,tt0081398,raging bull,1980,1,8.2,291230,18000000,19,12,1980,USA,0
488,tt0080388,atlantic city,1980,1,7.4,13398,7200000,3,4,1981,USA,0
489,tt0080678,the elephant man,1980,0,8.2,201896,5000000,10,10,1980,USA,0
490,tt0081176,mon oncle d'amérique,1980,0,7.9,4137,3000000,17,12,1980,USA,0
491,tt0080684,star wars: episode v - the empire strikes back,1980,1,8.7,1061712,18000000,20,6,1980,USA,0
492,tt0081505,the shining,1980,0,8.4,790817,19000000,13,6,1980,USA,0
493,tt0080979,kagemusha,1980,0,8,28865,6000000,10,10,1980,USA,0
494,tt0080437,the big red one,1980,0,7.2,17500,4500000,18,7,1980,USA,0
495,tt0080339,airplane!,1980,1,7.8,192104,3500000,2,7,1980,USA,0
496,tt0082269,diva,1981,1,7.2,10953,1500000,23,4,1982,USA,0
497,tt0082222,man of iron,1981,0,7.5,2743,165000,27,7,1981,Poland,0
498,tt0082736,mephisto,1981,1,7.8,8629,144000,22,3,1982,USA,0
499,tt0082432,gallipoli,1981,0,7.5,34205,1766180,28,8,1981,USA,0
500,tt0082912,pixote,1981,0,8,5767,350000,18,9,1981,Brazil,0
501,tt0084422,night of the shooting stars,1981,0,7.4,3443,120000,17,9,1982,Italy,0
502,tt0082979,reds,1981,1,7.4,19242,35000000,25,12,1981,USA,0
503,tt0082971,raiders of the lost ark,1981,1,8.5,820045,18000000,12,6,1981,USA,0
504,tt0082694,the road warrior,1981,0,7.6,155784,2000000,21,5,1982,USA,0
505,tt0082096,das boot,1981,1,8.4,212419,14000000,10,2,1982,USA,0
506,tt0083922,fanny & alexander,1982,1,8.1,52617,6000000,17,12,1982,Sweden,0
507,tt0083833,diner,1982,1,7.2,17490,5000000,21,5,1982,USA,0
508,tt0084855,the verdict,1982,0,7.8,32626,16000000,17,12,1982,USA,0
509,tt0085794,the king of comedy,1982,0,7.8,68092,20000000,18,12,1982,Iceland,0
510,tt0083658,blade runner,1982,1,8.2,633843,28000000,25,6,1982,USA,0
511,tt0083866,e.t. the extra-terrestrial,1982,0,7.9,339931,10500000,11,6,1982,USA,0
512,tt0083946,fitzcarraldo,1982,0,8.1,27816,7949768,10,10,1982,USA,0
513,tt0084805,tootsie,1982,1,7.4,90034,22000000,17,12,1982,USA,0
514,tt0930856,the fourth man,1983,0,7.3,3640,700000,31,10,2007,Serbia,0
515,tt0085482,el norte,1983,1,7.7,4467,800000,27,1,1984,USA,0
516,tt0086197,the right stuff,1983,0,7.9,52641,27000000,17,2,1984,USA,0
517,tt0086250,scarface,1983,1,8.3,671105,25000000,9,12,1983,USA,0
518,tt0085244,the big chill,1983,0,7.2,30306,8000000,30,9,1983,USA,0
519,tt0085461,the dresser,1983,0,7.7,4398,1456000,6,12,1983,USA,0
520,tt0085180,l'argent,1983,0,7.5,7166,400000,18,5,1983,France,0
521,tt0086312,silkwood,1983,1,7.2,16831,10000000,27,1,1984,USA,0
522,tt0085859,local hero,1983,1,7.4,18848,3600000,17,3,1983,UK,0
523,tt0087400,heimat,1983,0,8.8,2843,7609063,31,3,1985,USA,0
524,tt0088318,a sunday in the country,1984,0,7.8,1946,1069000,11,4,1984,France,0
525,tt0087892,a passage to india,1984,1,7.3,15732,16000000,1,2,1985,USA,0
526,tt0087884,"paris, texas",1984,1,8.1,75884,1162000,23,8,1984,UK,0
527,tt0087553,the killing fields,1984,0,7.9,47885,14400000,1,2,1985,USA,0
528,tt0088258,this is spinal tap,1984,1,8,120937,2500000,2,3,1984,USA,0
529,tt0088247,the terminator,1984,0,8,736082,6400000,26,10,1984,USA,0
530,tt0087843,once upon a time in america,1984,1,8.4,280754,30000000,1,6,1984,USA,0
531,tt0088184,stranger than paradise,1984,0,7.6,31368,90000,16,5,1984,France,0
532,tt0088846,brazil,1985,1,8,176349,15000000,18,12,1985,USA,0
533,tt0091867,a room with a view,1985,1,7.3,36223,3000000,11,4,1986,UK,0
534,tt0088763,back to the future,1985,1,8.5,946918,19000000,3,7,1985,USA,0
535,tt0091251,come and see,1985,1,8.2,44271,3000000,17,10,1985,Hungary,0
536,tt0089881,ran,1985,1,8.2,100458,11500000,1,6,1985,Japan,0
537,tt0090015,shoah,1985,0,8.5,7651,10000,30,4,1985,France,0
538,tt0092048,tampopo,1985,1,7.9,13575,66000,23,11,1985,Japan,0
539,tt0089841,prizzi's honor,1985,0,6.8,21259,16000000,14,6,1985,USA,0
540,tt0090329,witness,1985,1,7.4,79050,12000000,8,2,1985,USA,0
541,tt0091943,sherman's march,1986,0,7.4,2184,75000,4,2,1988,Australia,0
542,tt0091064,the fly,1986,0,7.5,146012,15000000,15,8,1986,USA,0
543,tt0090557,'round midnight,1986,0,7.4,4314,330000,3,10,1986,USA,0
544,tt0091480,manon of the spring,1986,0,8,19234,18000000,4,12,1987,USA,0
545,tt0090756,blue velvet,1986,1,7.8,164103,6000000,23,10,1986,Italy,0
546,tt0091167,hannah and her sisters,1986,1,7.9,62148,6400000,14,3,1986,USA,0
547,tt0090605,aliens,1986,1,8.4,605826,18500000,18,7,1986,USA,0
548,tt0092005,stand by me,1986,1,8.1,336246,8000000,26,11,1986,USA,0
549,tt0091288,jean de florette,1986,0,8,22458,17000000,28,8,1987,USA,0
550,tt0093565,moonstruck,1987,1,7.1,44249,15000000,15,1,1988,USA,0
551,tt0093191,wings of desire,1987,1,8.1,58388,2776625,6,5,1988,USA,0
552,tt0092603,babette's feast,1987,0,7.8,16473,1800000,4,3,1988,USA,0
553,tt0093713,pelle the conqueror,1987,0,7.8,9293,4500000,21,12,1988,USA,0
554,tt0093209,hope and glory,1987,1,7.3,11566,3000000,19,2,1988,USA,0
555,tt0092843,the dead,1987,1,7.4,6593,3500000,18,12,1987,USA,0
556,tt0092593,"au revoir, les enfants",1987,0,8,28393,2300000,12,2,1988,USA,0
557,tt0094349,yeelen,1987,0,7.1,1896,2000000,29,4,1988,Japan,0
558,tt0092699,broadcast news,1987,1,7.2,24922,20000000,25,12,1987,USA,0
559,tt0094812,bull durham,1988,0,7.1,44027,7000000,15,6,1988,USA,0
560,tt0095016,die hard,1988,1,8.2,725791,28000000,20,7,1988,USA,0
561,tt0096257,the thin blue line,1988,0,8,19956,260000,25,8,1988,USA,0
562,tt0094947,dangerous liaisons,1988,1,7.6,60282,14000000,24,2,1989,USA,0
563,tt0096028,salaam bombay!,1988,0,8,7809,3325000,7,10,1988,USA,0
564,tt0095765,cinema paradiso,1988,1,8.5,204298,5000000,23,2,1990,USA,0
565,tt0096438,who framed roger rabbit,1988,1,7.7,169833,70000000,22,6,1988,USA,0
566,tt0096288,landscape in the mist,1988,0,8,6062,225000,10,9,1988,Greece,0
567,tt0095675,women on the verge of a nervous breakdown,1988,1,7.6,31542,700000,11,11,1988,USA,0
568,tt0097937,my left foot,1989,1,7.9,61504,600000,30,3,1990,USA,0
569,tt0097202,the killer,1989,0,7.8,43341,1021720,24,3,1989,Taiwan,0
570,tt0096969,born on the fourth of july,1989,1,7.2,90613,14000000,5,1,1990,USA,0
571,tt0098724,"sex, lies, and videotape",1989,1,7.2,45088,1200000,22,9,1989,USA,0
572,tt0097351,field of dreams,1989,1,7.5,100723,15000000,5,5,1989,USA,0
573,tt0092337,dekalog,1989,0,9,18797,100000,10,12,1989,Poland,0
574,tt0097216,do the right thing,1989,1,7.9,75919,6500000,21,7,1989,USA,0
575,tt0097123,crimes and misdemeanors,1989,1,7.9,50739,19000000,3,11,1989,USA,0
576,tt0098635,when harry met sally,1989,1,7.6,178639,16000000,21,7,1989,USA,0
577,tt0097240,drugstore cowboy,1989,1,7.4,29870,2500000,20,10,1989,USA,0
578,tt0100142,metropolitan,1990,1,7.4,8672,225000,3,8,1990,USA,0
579,tt0100150,miller's crossing,1990,0,7.8,118833,14000000,5,10,1990,USA,0
580,tt0100557,the nasty girl,1990,0,7.4,2280,650000,15,2,1990,West Germany,0
581,tt0100486,reversal of fortune,1990,0,7.2,13359,4880000,9,11,1990,USA,0
582,tt0099776,europa europa,1990,1,7.6,13754,1850000,14,11,1990,France,0
583,tt0099703,the grifters,1990,0,7,23746,5000000,25,1,1991,USA,0
584,tt0100234,close-up,1990,1,8.3,12772,180000,30,10,1991,France,0
585,tt0099334,cyrano de bergerac,1990,0,7.5,20888,15300000,1,12,1990,USA,0
586,tt0099685,goodfellas,1990,1,8.7,915512,25000000,21,9,1990,USA,0
587,tt0101700,delicatessen,1991,0,7.6,75440,4063422,3,4,1992,USA,0
588,tt0101428,la belle noiseuse,1991,0,7.7,6003,150000,4,9,1991,France,0
589,tt0102138,jfk,1991,1,8,131603,40000000,20,12,1991,USA,0
590,tt0101507,boyz n the hood,1991,1,7.8,113454,6500000,12,7,1991,USA,0
591,tt0103064,terminator 2: judgment day,1991,0,8.5,916747,102000000,3,7,1991,USA,0
592,tt0103074,thelma & louise,1991,1,7.4,123099,16500000,24,5,1991,USA,0
593,tt0101414,beauty and the beast,1991,1,8,393788,25000000,22,11,1991,USA,0
594,tt0101640,raise the red lantern,1991,1,8.2,26585,11000000,18,12,1991,Italy,0
595,tt0101765,the double life of véronique,1991,0,7.8,36806,320000,22,11,1991,USA,0
596,tt0102592,one false move,1992,0,7.2,8941,80000,8,5,1992,USA,0
597,tt0104797,malcolm x,1992,1,7.7,76353,33000000,18,11,1992,USA,0
598,tt0105151,the player,1992,0,7.6,49851,8000000,8,5,1992,USA,0
599,tt0104036,the crying game,1992,0,7.3,47654,2300000,19,2,1993,USA,0
600,tt0105197,the story of qiu ju,1992,0,7.6,4981,700000,16,4,1993,USA,0
601,tt0105236,reservoir dogs,1992,1,8.3,833645,1200000,2,9,1992,France,0
602,tt0104454,howards end,1992,1,7.5,26111,8000000,26,2,1993,USA,0
603,tt0103639,aladdin,1992,1,8,326508,28000000,25,11,1992,USA,0
604,tt0104348,glengarry glen ross,1992,1,7.8,89107,12500000,2,10,1992,USA,0
605,tt0107822,the piano,1993,1,7.6,73457,7000000,11,2,1994,USA,0
606,tt0108122,short cuts,1993,1,7.7,39825,2000000,1,10,1993,Italy,0
607,tt0107290,jurassic park,1993,1,8.1,790229,63000000,11,6,1993,USA,0
608,tt0107943,the remains of the day,1993,0,7.9,58416,15000000,19,11,1993,USA,0
609,tt0106332,farewell my concubine,1993,1,8.1,22388,4000000,15,10,1993,USA,0
610,tt0106226,the age of innocence,1993,0,7.2,44633,30000000,1,10,1993,USA,0
611,tt0106438,blue,1993,1,7.3,1745,90000,3,12,1993,USA,0
612,tt0107048,groundhog day,1993,1,8,545350,14600000,12,2,1993,USA,0
613,tt0106977,the fugitive,1993,0,7.8,246996,44000000,6,8,1993,USA,0
614,tt0110932,quiz show,1994,1,7.5,61167,31000000,7,10,1994,USA,0
615,tt1245526,red,1994,1,7,272853,58000000,15,10,2010,USA,0
616,tt0109831,four weddings and a funeral,1994,1,7.1,127537,4400000,15,4,1994,USA,0
617,tt0110299,lamerica,1994,0,7.6,1943,2350000,4,10,1995,USA,0
618,tt0109508,crumb,1994,0,8,16983,900000,28,4,1995,USA,0
619,tt0114369,seven,1994,1,8.6,1301465,33000000,22,9,1995,USA,0
620,tt0111161,the shawshank redemption,1994,0,9.3,2119581,25000000,14,10,1994,USA,0
621,tt0110912,pulp fiction,1994,1,8.9,1658791,8000000,14,10,1994,USA,0
622,tt0110057,hoop dreams,1994,0,8.3,22426,700000,14,10,1994,USA,0
623,tt0111507,white,1994,1,7.7,56241,380000,10,6,1994,USA,0
624,tt0113277,heat,1995,1,8.2,527904,60000000,15,12,1995,USA,0
625,tt0112384,apollo 13,1995,1,7.6,248142,52000000,30,6,1995,USA,0
626,tt0113627,leaving las vegas,1995,0,7.5,107402,3600000,9,2,1996,USA,0
627,tt0112769,la cérémonie,1995,0,7.6,8927,4100000,20,12,1996,USA,0
628,tt0112431,babe,1995,1,6.8,109811,30000000,4,8,1995,USA,0
629,tt0114814,the usual suspects,1995,0,8.6,915165,6000000,15,9,1995,USA,0
630,tt0114709,toy story,1995,1,8.3,806913,30000000,22,11,1995,USA,0
631,tt0112641,casino,1995,1,8.2,417703,52000000,22,11,1995,USA,0
632,tt0114388,sense and sensibility,1995,1,7.7,92931,16000000,26,1,1996,USA,0
633,tt0116790,kolya,1996,0,7.8,13648,1207570,24,1,1997,USA,0
634,tt0117318,the people vs. larry flynt,1996,0,7.3,82836,36000000,10,1,1997,USA,0
635,tt0116905,lone star,1996,1,7.5,26321,5000000,21,6,1996,USA,0
636,tt0117951,trainspotting,1996,1,8.1,593203,3500000,9,8,1996,USA,0
637,tt0116695,jerry maguire,1996,1,7.3,223907,50000000,13,12,1996,USA,0
638,tt0117631,shine,1996,1,7.7,48817,5500000,14,2,1997,USA,0
639,tt0117589,secrets & lies,1996,1,8,33966,4500000,28,2,1997,USA,0
640,tt0116282,fargo,1996,1,8.1,566113,7000000,5,4,1996,USA,0
641,tt0115751,breaking the waves,1996,0,7.9,57720,7500000,13,11,1996,USA,0
642,tt0119822,as good as it gets,1997,1,7.7,255953,50000000,25,12,1997,USA,0
643,tt0118799,life is beautiful,1997,0,8.6,559338,20000000,12,2,1999,USA,0
644,tt0118804,the butcher boy,1997,0,7.2,8709,300000,20,2,1998,Ireland,0
645,tt0119008,donnie brasco,1997,1,7.8,256660,35000000,28,2,1997,USA,0
646,tt0120255,the sweet hereafter,1997,0,7.6,30196,3786575,21,11,1997,USA,0
647,tt0118749,boogie nights,1997,1,7.9,221037,15000000,31,10,1997,USA,0
648,tt0120265,taste of cherry,1997,1,7.7,19325,860000,26,11,1997,France,0
649,tt0119164,the full monty,1997,0,7.2,93287,3500000,19,9,1997,USA,0
650,tt0119488,l.a. confidential,1997,1,8.3,497323,35000000,19,9,1997,USA,0
651,tt0147612,happiness,1998,1,7.8,62935,2200000,16,10,1998,USA,0
