,year,ceremony,award,is_winner,winner,movieName,filmInfo
8052,2000,73,Actor in a Leading Role,1.0,1.0,Russell Crowe,Gladiator
8053,2000,73,Actor in a Leading Role,,,Tom Hanks,Cast Away
8054,2000,73,Actor in a Leading Role,,,Ed Harris,Pollock
8055,2000,73,Actor in a Leading Role,,,Geoffrey Rush,Quills
8056,2000,73,Actor in a Supporting Role,,,Jeff Bridges,The Contender
8057,2000,73,Actor in a Supporting Role,,,Willem Dafoe,Shadow of the Vampire
8058,2000,73,Actor in a Supporting Role,1.0,1.0,Benicio Del Toro,Traffic
8059,2000,73,Actor in a Supporting Role,,,Albert Finney,Erin Brockovich
8060,2000,73,Actor in a Supporting Role,,,Joaquin Phoenix,Gladiator
8061,2000,73,Actress in a Leading Role,,,Joan Allen,The Contender
8062,2000,73,Actress in a Leading Role,,,Juliette Binoche,Chocolat
8063,2000,73,Actress in a Leading Role,,,Ellen Burstyn,Requiem for a Dream
8064,2000,73,Actress in a Leading Role,,,Laura Linney,You Can Count on Me
8065,2000,73,Actress in a Leading Role,1.0,1.0,Julia Roberts,Erin Brockovich
8066,2000,73,Actress in a Supporting Role,,,Judi Dench,Chocolat
8067,2000,73,Actress in a Supporting Role,1.0,1.0,Marcia Gay Harden,Pollock
8068,2000,73,Actress in a Supporting Role,,,Kate Hudson,Almost Famous
8069,2000,73,Actress in a Supporting Role,,,Frances McDormand,Almost Famous
8070,2000,73,Actress in a Supporting Role,,,Julie Walters,Billy Elliot
8071,2000,73,Art Direction,1.0,1.0,"Crouching Tiger, Hidden Dragon ",Tim Yip
8072,2000,73,Art Direction,,,Dr. Seuss' How the Grinch Stole Christmas ,Art Direction: Michael Corenblith; Set Decoration: Merideth Boswell
8073,2000,73,Art Direction,,,Gladiator ,Art Direction: Arthur Max; Set Decoration: Crispian Sallis
8074,2000,73,Art Direction,,,Quills ,Art Direction: Martin Childs; Set Decoration: Jill Quertier
8075,2000,73,Art Direction,,,Vatel ,Art Direction: Jean Rabasse; Set Decoration: Françoise Benoît-Fresco
8076,2000,73,Cinematography,1.0,1.0,"Crouching Tiger, Hidden Dragon ",Peter Pau
8077,2000,73,Cinematography,,,Gladiator ,John Mathieson
8078,2000,73,Cinematography,,,Malèna ,Lajos Koltai
8079,2000,73,Cinematography,,,"O Brother, Where Art Thou? ",Roger Deakins
8080,2000,73,Cinematography,,,The Patriot ,Caleb Deschanel
8081,2000,73,Costume Design,,,"Crouching Tiger, Hidden Dragon ",Tim Yip
8082,2000,73,Costume Design,,,Dr. Seuss' How the Grinch Stole Christmas ,Rita Ryack
8083,2000,73,Costume Design,1.0,1.0,Gladiator ,Janty Yates
8084,2000,73,Costume Design,,,102 Dalmatians ,Anthony Powell
8085,2000,73,Costume Design,,,Quills ,Jacqueline West
8086,2000,73,Directing,,,Billy Elliot ,Stephen Daldry
8087,2000,73,Directing,,,"Crouching Tiger, Hidden Dragon ",Ang Lee
8088,2000,73,Directing,,,Erin Brockovich ,Steven Soderbergh
8089,2000,73,Directing,,,Gladiator ,Ridley Scott
8090,2000,73,Directing,1.0,1.0,Traffic ,Steven Soderbergh
8091,2000,73,Documentary (Feature),1.0,1.0,Into the Arms of Strangers: Stories of the Kindertransport ,"Mark Jonathan Harris, Deborah Oppenheimer"
8092,2000,73,Documentary (Feature),,,Legacy ,Tod Lending
8093,2000,73,Documentary (Feature),,,Long Night's Journey into Day ,"Frances Reid, Deborah Hoffmann"
8094,2000,73,Documentary (Feature),,,Scottsboro: An American Tragedy ,"Barak Goodman, Daniel Anker"
8095,2000,73,Documentary (Feature),,,Sound and Fury ,"Josh Aronson, Roger Weisberg"
8096,2000,73,Documentary (Short Subject),1.0,1.0,Big Mama ,Tracy Seretean
8097,2000,73,Documentary (Short Subject),,,Curtain Call ,"Chuck Braverman, Steve Kalafer"
8098,2000,73,Documentary (Short Subject),,,Dolphins ,"Greg MacGillivray, Alec Lorimore"
8099,2000,73,Documentary (Short Subject),,,The Man on Lincoln's Nose ,Daniel Raim
8100,2000,73,Documentary (Short Subject),,,On Tiptoe: Gentle Steps to Freedom ,"Eric Simonson, Leelai Demoz"
8101,2000,73,Film Editing,,,Almost Famous ,"Joe Hutshing, Saar Klein"
8102,2000,73,Film Editing,,,"Crouching Tiger, Hidden Dragon ",Tim Squyres
8103,2000,73,Film Editing,,,Gladiator ,Pietro Scalia
8104,2000,73,Film Editing,1.0,1.0,Traffic ,Stephen Mirrione
8105,2000,73,Film Editing,,,Wonder Boys ,Dede Allen
8106,2000,73,Foreign Language Film,,,Amores Perros ,Mexico
8107,2000,73,Foreign Language Film,1.0,1.0,"Crouching Tiger, Hidden Dragon ",Taiwan
8108,2000,73,Foreign Language Film,,,Divided We Fall ,Czech Republic
8109,2000,73,Foreign Language Film,,,Everybody Famous! ,Belgium
8110,2000,73,Foreign Language Film,,,The Taste of Others ,France
8111,2000,73,Makeup,,,The Cell ,"Michèle Burke, Edouard Henriques"
8112,2000,73,Makeup,1.0,1.0,Dr. Seuss' How the Grinch Stole Christmas ,"Rick Baker, Gail Ryan"
8113,2000,73,Makeup,,,Shadow of the Vampire ,"Ann Buchanan, Amber Sibley"
8114,2000,73,Music (Original Score),,,Chocolat ,Rachel Portman
8115,2000,73,Music (Original Score),1.0,1.0,"Crouching Tiger, Hidden Dragon ",Tan Dun
8116,2000,73,Music (Original Score),,,Gladiator ,Hans Zimmer
8117,2000,73,Music (Original Score),,,Malèna ,Ennio Morricone
8118,2000,73,Music (Original Score),,,The Patriot ,John Williams
8119,2000,73,Music (Original Song),,,"""A Fool In Love"" from Meet the Parents",Music and Lyric by Randy Newman
8120,2000,73,Music (Original Song),,,"""I've Seen It All"" from Dancer in the Dark",Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson
8121,2000,73,Music (Original Song),,,"""A Love Before Time"" from Crouching Tiger, Hidden Dragon",Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus
8122,2000,73,Music (Original Song),,,"""My Funny Friend And Me"" from The Emperor's New Groove",Music by Sting and David Hartley; Lyric by Sting
8123,2000,73,Music (Original Song),1.0,1.0,"""Things Have Changed"" from Wonder Boys",Music and Lyric by Bob Dylan
8124,2000,73,Best Picture,,,Chocolat ,"David Brown, Kit Golden and Leslie Holleran, Producers"
8125,2000,73,Best Picture,,,"Crouching Tiger, Hidden Dragon ","Bill Kong, Hsu Li Kong and Ang Lee, Producers"
8126,2000,73,Best Picture,,,Erin Brockovich ,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers"
8127,2000,73,Best Picture,1.0,1.0,Gladiator ,"Douglas Wick, David Franzoni and Branko Lustig, Producers"
8128,2000,73,Best Picture,,,Traffic ,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers"
8129,2000,73,Short Film (Animated),1.0,1.0,Father and Daughter ,Michael Dudok de Wit
8130,2000,73,Short Film (Animated),,,The Periwig-Maker ,"Steffen Schäffler, Annette Schäffler"
8131,2000,73,Short Film (Animated),,,Rejected ,Don Hertzfeldt
8132,2000,73,Short Film (Live Action),,,By Courier ,"Peter Riegert, Ericka Frederick"
8133,2000,73,Short Film (Live Action),,,One Day Crossing ,"Joan Stein, Christina Lazaridi"
8134,2000,73,Short Film (Live Action),1.0,1.0,Quiero Ser (I want to be...) ,Florian Gallenberger
8135,2000,73,Short Film (Live Action),,,Seraglio ,"Gail Lerner, Colin Campbell"
8136,2000,73,Short Film (Live Action),,,A Soccer Story (Uma Historia de Futebol) ,Paulo Machline
8137,2000,73,Sound,,,Cast Away ,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan"
8138,2000,73,Sound,1.0,1.0,Gladiator ,"Scott Millan, Bob Beemer, Ken Weston"
8139,2000,73,Sound,,,The Patriot ,"Kevin O'Connell, Greg P. Russell, Lee Orloff"
8140,2000,73,Sound,,,The Perfect Storm ,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester"
8141,2000,73,Sound,,,U-571 ,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock"
8142,2000,73,Sound Editing,,,Space Cowboys ,"Alan Robert Murray, Bub Asman"
8143,2000,73,Sound Editing,1.0,1.0,U-571 ,Jon Johnson
8144,2000,73,Visual Effects,1.0,1.0,Gladiator ,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey"
8145,2000,73,Visual Effects,,,Hollow Man ,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks"
8146,2000,73,Visual Effects,,,The Perfect Storm ,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti"
8147,2000,73,Writing (Screenplay Based on Material Previously Produced or Published),,,Chocolat ,Screenplay by Robert Nelson Jacobs
8148,2000,73,Writing (Screenplay Based on Material Previously Produced or Published),,,"Crouching Tiger, Hidden Dragon ",Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung
8149,2000,73,Writing (Screenplay Based on Material Previously Produced or Published),,,"O Brother, Where Art Thou? ",Written by Ethan Coen & Joel Coen
8150,2000,73,Writing (Screenplay Based on Material Previously Produced or Published),1.0,1.0,Traffic ,Screenplay by Stephen Gaghan
8151,2000,73,Writing (Screenplay Based on Material Previously Produced or Published),,,Wonder Boys ,Screenplay by Steve Kloves
8152,2000,73,Writing (Screenplay Written Directly for the Screen),1.0,1.0,Almost Famous ,Written by Cameron Crowe
8153,2000,73,Writing (Screenplay Written Directly for the Screen),,,Billy Elliot ,Written by Lee Hall
8154,2000,73,Writing (Screenplay Written Directly for the Screen),,,Erin Brockovich ,Written by Susannah Grant
8155,2000,73,Writing (Screenplay Written Directly for the Screen),,,Gladiator ,Screenplay by David Franzoni and John Logan and William Nicholson; Story by David Franzoni
8156,2000,73,Writing (Screenplay Written Directly for the Screen),,,You Can Count on Me ,Written by Kenneth Lonergan
8157,2000,73,Honorary Award,1.0,1.0,Jack Cardiff,
8158,2000,73,Honorary Award,1.0,1.0,Ernest Lehman,
8159,2000,73,Irving G. Thalberg Memorial Award,1.0,1.0,Dino De Laurentiis,
8160,2000,73,Gordon E. Sawyer Award,1.0,1.0,Irwin W. Young,
8161,2000,73,Award of Commendation,1.0,1.0,"Ioan Allen, Robin Bransbury and Mark Harrah",
8162,2000,73,John A. Bonner Medal of Commendation,1.0,1.0,"N. Paul Kenworthy, Jr.",
8163,2001,74,Actor in a Leading Role,,,Russell Crowe,A Beautiful Mind
8164,2001,74,Actor in a Leading Role,,,Sean Penn,I Am Sam
8165,2001,74,Actor in a Leading Role,,,Will Smith,Ali
8166,2001,74,Actor in a Leading Role,1.0,1.0,Denzel Washington,Training Day
8167,2001,74,Actor in a Leading Role,,,Tom Wilkinson,In the Bedroom
8168,2001,74,Actor in a Supporting Role,1.0,1.0,Jim Broadbent,Iris
8169,2001,74,Actor in a Supporting Role,,,Ethan Hawke,Training Day
8170,2001,74,Actor in a Supporting Role,,,Ben Kingsley,Sexy Beast
8171,2001,74,Actor in a Supporting Role,,,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring
8172,2001,74,Actor in a Supporting Role,,,Jon Voight,Ali
8173,2001,74,Actress in a Leading Role,1.0,1.0,Halle Berry,Monster's Ball
8174,2001,74,Actress in a Leading Role,,,Judi Dench,Iris
8175,2001,74,Actress in a Leading Role,,,Nicole Kidman,Moulin Rouge
8176,2001,74,Actress in a Leading Role,,,Sissy Spacek,In the Bedroom
8177,2001,74,Actress in a Leading Role,,,Renée Zellweger,Bridget Jones's Diary
8178,2001,74,Actress in a Supporting Role,1.0,1.0,Jennifer Connelly,A Beautiful Mind
8179,2001,74,Actress in a Supporting Role,,,Helen Mirren,Gosford Park
8180,2001,74,Actress in a Supporting Role,,,Maggie Smith,Gosford Park
8181,2001,74,Actress in a Supporting Role,,,Marisa Tomei,In the Bedroom
8182,2001,74,Actress in a Supporting Role,,,Kate Winslet,Iris
8183,2001,74,Animated Feature Film,,,Jimmy Neutron: Boy Genius ,"Steve Oedekerk, John A. Davis"
8184,2001,74,Animated Feature Film,,,"Monsters, Inc. ","Pete Docter, John Lasseter"
8185,2001,74,Animated Feature Film,1.0,1.0,Shrek ,Aron Warner
8186,2001,74,Art Direction,,,Amélie ,Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla
8187,2001,74,Art Direction,,,Gosford Park ,Art Direction: Stephen Altman; Set Decoration: Anna Pinnock
8188,2001,74,Art Direction,,,Harry Potter and the Sorcerer's Stone ,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan
8189,2001,74,Art Direction,,,The Lord of the Rings: The Fellowship of the Ring ,Art Direction: Grant Major; Set Decoration: Dan Hennah
8190,2001,74,Art Direction,1.0,1.0,Moulin Rouge ,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch
8191,2001,74,Cinematography,,,Amélie ,Bruno Delbonnel
8192,2001,74,Cinematography,,,Black Hawk Down ,Slawomir Idziak
8193,2001,74,Cinematography,1.0,1.0,The Lord of the Rings: The Fellowship of the Ring ,Andrew Lesnie
8194,2001,74,Cinematography,,,The Man Who Wasn't There ,Roger Deakins
8195,2001,74,Cinematography,,,Moulin Rouge ,Donald M. McAlpine
8196,2001,74,Costume Design,,,The Affair of the Necklace ,Milena Canonero
8197,2001,74,Costume Design,,,Gosford Park ,Jenny Beavan
8198,2001,74,Costume Design,,,Harry Potter and the Sorcerer's Stone ,Judianna Makovsky
8199,2001,74,Costume Design,,,The Lord of the Rings: The Fellowship of the Ring ,"Ngila Dickson, Richard Taylor"
8200,2001,74,Costume Design,1.0,1.0,Moulin Rouge ,"Catherine Martin, Angus Strathie"
8201,2001,74,Directing,1.0,1.0,A Beautiful Mind ,Ron Howard
8202,2001,74,Directing,,,Black Hawk Down ,Ridley Scott
8203,2001,74,Directing,,,Gosford Park ,Robert Altman
8204,2001,74,Directing,,,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson
8205,2001,74,Directing,,,Mulholland Drive ,David Lynch
8206,2001,74,Documentary (Feature),,,Children Underground ,Edet Belzberg
8207,2001,74,Documentary (Feature),,,LaLee's Kin: The Legacy of Cotton ,"Susan Froemke, Deborah Dickson"
8208,2001,74,Documentary (Feature),1.0,1.0,Murder on a Sunday Morning ,"Jean-Xavier de Lestrade, Denis Poncet"
8209,2001,74,Documentary (Feature),,,Promises ,"Justine Shapiro, B.Z. Goldberg"
8210,2001,74,Documentary (Feature),,,War Photographer ,Christian Frei
8211,2001,74,Documentary (Short Subject),,,Artists and Orphans: A True Drama ,Lianne Klapper McNally
8212,2001,74,Documentary (Short Subject),,,Sing! ,"Freida Lee Mock, Jessica Sanders"
8213,2001,74,Documentary (Short Subject),1.0,1.0,Thoth ,"Sarah Kernochan, Lynn Appelle"
8214,2001,74,Film Editing,,,A Beautiful Mind ,"Mike Hill, Dan Hanley"
8215,2001,74,Film Editing,1.0,1.0,Black Hawk Down ,Pietro Scalia
8216,2001,74,Film Editing,,,The Lord of the Rings: The Fellowship of the Ring ,John Gilbert
8217,2001,74,Film Editing,,,Memento ,Dody Dorn
8218,2001,74,Film Editing,,,Moulin Rouge ,Jill Bilcock
8219,2001,74,Foreign Language Film,,,Amélie ,France
8220,2001,74,Foreign Language Film,,,Elling ,Norway
8221,2001,74,Foreign Language Film,,,Lagaan ,India
8222,2001,74,Foreign Language Film,1.0,1.0,No Man's Land ,Bosnia & Herzegovina
8223,2001,74,Foreign Language Film,,,Son of the Bride ,Argentina
8224,2001,74,Makeup,,,A Beautiful Mind ,"Greg Cannom, Colleen Callaghan"
8225,2001,74,Makeup,1.0,1.0,The Lord of the Rings: The Fellowship of the Ring ,"Peter Owen, Richard Taylor"
8226,2001,74,Makeup,,,Moulin Rouge ,"Maurizio Silvi, Aldo Signoretti"
8227,2001,74,Music (Original Score),,,A.I. Artificial Intelligence ,John Williams
8228,2001,74,Music (Original Score),,,A Beautiful Mind ,James Horner
8229,2001,74,Music (Original Score),,,Harry Potter and the Sorcerer's Stone ,John Williams
8230,2001,74,Music (Original Score),1.0,1.0,The Lord of the Rings: The Fellowship of the Ring ,Howard Shore
8231,2001,74,Music (Original Score),,,"Monsters, Inc. ",Randy Newman
8232,2001,74,Music (Original Song),1.0,1.0,"""If I Didn't Have You"" from Monsters, Inc.",Music and Lyric by Randy Newman
8233,2001,74,Music (Original Song),,,"""May It Be"" from The Lord of the Rings: The Fellowship of the Ring","Music and Lyric by Enya, Nicky Ryan and Roma Ryan"
8234,2001,74,Music (Original Song),,,"""There You'll Be"" from Pearl Harbor",Music and Lyric by Diane Warren
8235,2001,74,Music (Original Song),,,"""Until"" from Kate & Leopold",Music and Lyric by Sting
8236,2001,74,Music (Original Song),,,"""Vanilla Sky"" from Vanilla Sky",Music and Lyric by Paul McCartney
8237,2001,74,Best Picture,1.0,1.0,A Beautiful Mind ,"Brian Grazer and Ron Howard, Producers"
8238,2001,74,Best Picture,,,Gosford Park ,"Robert Altman, Bob Balaban and David Levy, Producers"
8239,2001,74,Best Picture,,,In the Bedroom ,"Graham Leader, Ross Katz and Todd Field, Producers"
8240,2001,74,Best Picture,,,The Lord of the Rings: The Fellowship of the Ring ,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers"
8241,2001,74,Best Picture,,,Moulin Rouge ,"Martin Brown, Baz Luhrmann and Fred Baron, Producers"
8242,2001,74,Short Film (Animated),,,Fifty Percent Grey ,"Ruairi Robinson, Seamus Byrne"
8243,2001,74,Short Film (Animated),1.0,1.0,For the Birds ,Ralph Eggleston
8244,2001,74,Short Film (Animated),,,Give Up Yer Aul Sins ,"Cathal Gaffney, Darragh O'Connell"
8245,2001,74,Short Film (Animated),,,Strange Invaders ,Cordell Barker
8246,2001,74,Short Film (Animated),,,Stubble Trouble ,Joseph E. Merideth
8247,2001,74,Short Film (Live Action),1.0,1.0,the accountant ,"Ray McKinnon, Lisa Blount"
8248,2001,74,Short Film (Live Action),,,Copy Shop ,Virgil Widrich
8249,2001,74,Short Film (Live Action),,,Gregor's Greatest Invention ,Johannes Kiefer
8250,2001,74,Short Film (Live Action),,,A Man Thing (Meska Sprawa) ,"Slawomir Fabicki, Bogumil Godfrejow"
8251,2001,74,Short Film (Live Action),,,Speed for Thespians ,"Kalman Apple, Shameela Bakhsh"
8252,2001,74,Sound,,,Amélie ,"Vincent Arnardi, Guillaume Leriche, Jean Umansky"
8253,2001,74,Sound,1.0,1.0,Black Hawk Down ,"Michael Minkler, Myron Nettinga, Chris Munro"
8254,2001,74,Sound,,,The Lord of the Rings: The Fellowship of the Ring ,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek"
8255,2001,74,Sound,,,Moulin Rouge ,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics"
8256,2001,74,Sound,,,Pearl Harbor ,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin"
8257,2001,74,Sound Editing,,,"Monsters, Inc. ","Gary Rydstrom, Michael Silvers"
8258,2001,74,Sound Editing,1.0,1.0,Pearl Harbor ,"George Watters II, Christopher Boyes"
8259,2001,74,Visual Effects,,,A.I. Artificial Intelligence ,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri"
8260,2001,74,Visual Effects,1.0,1.0,The Lord of the Rings: The Fellowship of the Ring ,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson"
8261,2001,74,Visual Effects,,,Pearl Harbor ,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow"
8262,2001,74,Writing (Screenplay Based on Material Previously Produced or Published),1.0,1.0,A Beautiful Mind ,Written by Akiva Goldsman
8263,2001,74,Writing (Screenplay Based on Material Previously Produced or Published),,,Ghost World ,Written by Daniel Clowes & Terry Zwigoff
8264,2001,74,Writing (Screenplay Based on Material Previously Produced or Published),,,In the Bedroom ,Screenplay by Rob Festinger and Todd Field
8265,2001,74,Writing (Screenplay Based on Material Previously Produced or Published),,,The Lord of the Rings: The Fellowship of the Ring ,"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson"
8266,2001,74,Writing (Screenplay Based on Material Previously Produced or Published),,,Shrek ,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman
8267,2001,74,Writing (Screenplay Written Directly for the Screen),,,Amélie ,Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant
8268,2001,74,Writing (Screenplay Written Directly for the Screen),1.0,1.0,Gosford Park ,Written by Julian Fellowes
8269,2001,74,Writing (Screenplay Written Directly for the Screen),,,Memento ,Screenplay by Christopher Nolan; Story by Jonathan Nolan
8270,2001,74,Writing (Screenplay Written Directly for the Screen),,,Monster's Ball ,Written by Milo Addica & Will Rokos
8271,2001,74,Writing (Screenplay Written Directly for the Screen),,,The Royal Tenenbaums ,Written by Wes Anderson & Owen Wilson
8272,2001,74,Jean Hersholt Humanitarian Award,1.0,1.0,Arthur Hiller,
8273,2001,74,Honorary Award,1.0,1.0,Sidney Poitier,
8274,2001,74,Honorary Award,1.0,1.0,Robert Redford,
8275,2001,74,Gordon E. Sawyer Award,1.0,1.0,Edmund M. Di Giulio,
8276,2001,74,Award of Commendation,1.0,1.0,Rune Ericson,
8277,2001,74,Award of Commendation,1.0,1.0,The American Society of Cinematographers (ASC),
8278,2001,74,John A. Bonner Medal of Commendation,1.0,1.0,Ray Feeney,
8279,2002,75,Actor in a Leading Role,1.0,1.0,Adrien Brody,The Pianist
8280,2002,75,Actor in a Leading Role,,,Nicolas Cage,Adaptation
8281,2002,75,Actor in a Leading Role,,,Michael Caine,The Quiet American
8282,2002,75,Actor in a Leading Role,,,Daniel Day-Lewis,Gangs of New York
8283,2002,75,Actor in a Leading Role,,,Jack Nicholson,About Schmidt
8284,2002,75,Actor in a Supporting Role,1.0,1.0,Chris Cooper,Adaptation
8285,2002,75,Actor in a Supporting Role,,,Ed Harris,The Hours
8286,2002,75,Actor in a Supporting Role,,,Paul Newman,Road to Perdition
8287,2002,75,Actor in a Supporting Role,,,John C. Reilly,Chicago
8288,2002,75,Actor in a Supporting Role,,,Christopher Walken,Catch Me If You Can
8289,2002,75,Actress in a Leading Role,,,Salma Hayek,Frida
8290,2002,75,Actress in a Leading Role,1.0,1.0,Nicole Kidman,The Hours
8291,2002,75,Actress in a Leading Role,,,Diane Lane,Unfaithful
8292,2002,75,Actress in a Leading Role,,,Julianne Moore,Far from Heaven
8293,2002,75,Actress in a Leading Role,,,Renée Zellweger,Chicago
8294,2002,75,Actress in a Supporting Role,,,Kathy Bates,About Schmidt
8295,2002,75,Actress in a Supporting Role,,,Julianne Moore,The Hours
8296,2002,75,Actress in a Supporting Role,,,Queen Latifah,Chicago
8297,2002,75,Actress in a Supporting Role,,,Meryl Streep,Adaptation
8298,2002,75,Actress in a Supporting Role,1.0,1.0,Catherine Zeta-Jones,Chicago
8299,2002,75,Animated Feature Film,,,Ice Age ,Chris Wedge
8300,2002,75,Animated Feature Film,,,Lilo & Stitch ,Chris Sanders
8301,2002,75,Animated Feature Film,,,Spirit: Stallion of the Cimarron ,Jeffrey Katzenberg
8302,2002,75,Animated Feature Film,1.0,1.0,Spirited Away ,Hayao Miyazaki
8303,2002,75,Animated Feature Film,,,Treasure Planet ,Ron Clements
8304,2002,75,Art Direction,1.0,1.0,Chicago ,Art Direction: John Myhre; Set Decoration: Gordon Sim
8305,2002,75,Art Direction,,,Frida ,Art Direction: Felipe Fernandez del Paso; Set Decoration: Hania Robledo
8306,2002,75,Art Direction,,,Gangs of New York ,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo
8307,2002,75,Art Direction,,,The Lord of the Rings: The Two Towers ,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee
8308,2002,75,Art Direction,,,Road to Perdition ,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh
8309,2002,75,Cinematography,,,Chicago ,Dion Beebe
8310,2002,75,Cinematography,,,Far from Heaven ,Edward Lachman
8311,2002,75,Cinematography,,,Gangs of New York ,Michael Ballhaus
8312,2002,75,Cinematography,,,The Pianist ,Pawel Edelman
8313,2002,75,Cinematography,1.0,1.0,Road to Perdition ,Conrad L. Hall
8314,2002,75,Costume Design,1.0,1.0,Chicago ,Colleen Atwood
8315,2002,75,Costume Design,,,Frida ,Julie Weiss
8316,2002,75,Costume Design,,,Gangs of New York ,Sandy Powell
8317,2002,75,Costume Design,,,The Hours ,Ann Roth
8318,2002,75,Costume Design,,,The Pianist ,Anna Sheppard
8319,2002,75,Directing,,,Chicago ,Rob Marshall
8320,2002,75,Directing,,,Gangs of New York ,Martin Scorsese
8321,2002,75,Directing,,,The Hours ,Stephen Daldry
8322,2002,75,Directing,1.0,1.0,The Pianist ,Roman Polanski
8323,2002,75,Directing,,,Talk to Her ,Pedro Almodóvar
8324,2002,75,Documentary (Feature),1.0,1.0,Bowling for Columbine ,"Michael Moore, Michael Donovan"
8325,2002,75,Documentary (Feature),,,Daughter from Danang ,"Gail Dolgin, Vicente Franco"
8326,2002,75,Documentary (Feature),,,Prisoner of Paradise ,"Malcolm Clarke, Stuart Sender"
8327,2002,75,Documentary (Feature),,,Spellbound ,"Jeffrey Blitz, Sean Welch"
8328,2002,75,Documentary (Feature),,,Winged Migration ,Jacques Perrin
8329,2002,75,Documentary (Short Subject),,,The Collector of Bedford Street ,Alice Elliott
8330,2002,75,Documentary (Short Subject),,,Mighty Times: The Legacy of Rosa Parks ,"Robert Hudson, Bobby Houston"
8331,2002,75,Documentary (Short Subject),1.0,1.0,Twin Towers ,"Bill Guttentag, Robert David Port"
8332,2002,75,Documentary (Short Subject),,,Why Can't We Be a Family Again? ,"Roger Weisberg, Murray Nossel"
8333,2002,75,Film Editing,1.0,1.0,Chicago ,Martin Walsh
8334,2002,75,Film Editing,,,Gangs of New York ,Thelma Schoonmaker
8335,2002,75,Film Editing,,,The Hours ,Peter Boyle
8336,2002,75,Film Editing,,,The Lord of the Rings: The Two Towers ,Michael Horton
8337,2002,75,Film Editing,,,The Pianist ,Hervé de Luze
8338,2002,75,Foreign Language Film,,,El Crimen del Padre Amaro ,Mexico
8339,2002,75,Foreign Language Film,,,Hero ,People's Republic of China
8340,2002,75,Foreign Language Film,,,The Man without a Past ,Finland
8341,2002,75,Foreign Language Film,1.0,1.0,Nowhere in Africa ,Germany
8342,2002,75,Foreign Language Film,,,Zus & Zo ,The Netherlands
8343,2002,75,Makeup,1.0,1.0,Frida ,"John Jackson, Beatrice De Alba"
8344,2002,75,Makeup,,,The Time Machine ,"John M. Elliott, Jr., Barbara Lorenz"
8345,2002,75,Music (Original Score),,,Catch Me If You Can ,John Williams
8346,2002,75,Music (Original Score),,,Far from Heaven ,Elmer Bernstein
8347,2002,75,Music (Original Score),1.0,1.0,Frida ,Elliot Goldenthal
8348,2002,75,Music (Original Score),,,The Hours ,Philip Glass
8349,2002,75,Music (Original Score),,,Road to Perdition ,Thomas Newman
8350,2002,75,Music (Original Song),,,"""Burn It Blue"" from Frida",Music by Elliot Goldenthal; Lyric by Julie Taymor
8351,2002,75,Music (Original Song),,,"""Father And Daughter"" from The Wild Thornberrys Movie",Music and Lyric by Paul Simon
8352,2002,75,Music (Original Song),,,"""The Hands That Built America"" from Gangs of New York","Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen"
8353,2002,75,Music (Original Song),,,"""I Move On"" from Chicago",Music by John Kander; Lyric by Fred Ebb
8354,2002,75,Music (Original Song),1.0,1.0,"""Lose Yourself"" from 8 Mile","Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem"
8355,2002,75,Best Picture,1.0,1.0,Chicago ,"Martin Richards, Producer"
8356,2002,75,Best Picture,,,Gangs of New York ,"Alberto Grimaldi and Harvey Weinstein, Producers"
8357,2002,75,Best Picture,,,The Hours ,"Scott Rudin and Robert Fox, Producers"
