winner,cast,crew,genres,keywords,overview,production_companies,production_countries,release_date,runtime,status,title,Bechdel_Test
1,"[{""character"": ""Woody"", ""gender"": 2, ""name"": ""Tom Hanks"", ""order"": 0}, {""character"": ""Buzz Lightyear"", ""gender"": 2, ""name"": ""Tim Allen"", ""order"": 1}, {""character"": ""Bo Peep"", ""gender"": 0, ""name"": ""Annie Potts"", ""order"": 2}, {""character"": ""Forky"", ""gender"": 2, ""name"": ""Tony Hole"", ""order"": 3}]","[{""department"": ""Art"", ""gender"": 2, ""job"": ""Director"", ""name"": ""Josh Cooley""}, {""department"": ""Writing"", ""gender"": 2, ""job"": ""Screenplay"", ""name"": ""John Lasseter""}, {""department"": ""Writing"", ""gender"": 2, ""job"": ""Screenplay"", ""name"": ""Andrew Stanton""}, {""department"": ""Writing"", ""gender"": 0, ""job"": ""Screenplay"", ""name"": ""Valerie LaPointe""}]","[{""name"": ""Adventure""}, {""name"": ""Animation""}, {""name"": ""Comedy""}]","[{""name"": ""bo peep character""}, {""name"": ""buzz lightyear character""}, {""name"": ""woody character""}, {""name"": ""fourth part""}]","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.
  ","[{""name"": ""Pixar Animation Studios""}, {""name"": ""Walt Disney Pictures""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/21/19,100,Released,Toy Story 4,1
